ï»¿finess_et,raison_sociale,voie,adresse_complete,num_tel,num_fax,type_etablissement,date_ouverture,lat,lng,wgs84,COMMUNE,comune
930006218,HOPITAL DE JOUR 936G04 LA COURNEUVE,DU VERCORS,6 ALL DU VERCORS,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,37622,48.9312891,2.3971355,"48.9312891, 2.3971355",LA COURNEUVE,http://www.wikidata.org/entity/Q244725
950100016,HOPITAL CHARLES RICHET AP-HP,CHARLES RICHET,R CHARLES RICHET,134292300,134192630,Centres Hospitaliers RÃ©gionaux,1556,49.001485,2.4022901,"49.001485, 2.4022901",VILLIERS LE BEL,http://www.wikidata.org/entity/Q236136
940006968,CMP REPUBLIQUE,DE LA REPUBLIQUE,65 AV DE LA REPUBLIQUE,,,Autres Etablissements de Lutte contre les Maladies Mentales,38353,48.7317644,2.4121111,"48.7317644, 2.4121111",VILLENEUVE LE ROI,http://www.wikidata.org/entity/Q669715
910100031,GHJD SITE HOPITAL DUPUYTREN,EUGENE DELACROIX,1 R EUGENE DELACROIX,169836363,169836296,Centres Hospitaliers RÃ©gionaux,24479,48.6748361,2.4135242,"48.6748361, 2.4135242",DRAVEIL,http://www.wikidata.org/entity/Q242524
930005558,CENTRE MEDICO PSYCHOLOGIQUE,LEPINE,1 R LEPINE,,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.8944393,2.4198234,"48.8944393, 2.4198234",PANTIN,http://www.wikidata.org/entity/Q209086
910808047,CENTRE MEDICO-PSY. 91 G 03,PERICHON,15 R PERICHON,164573360,164572997,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.5679511,2.431559,"48.5679511, 2.431559",MENNECY,http://www.wikidata.org/entity/Q1165781
940804586,CMP INFANTO-JUVENILE /M.ALFORT,VICTOR HUGO,9 R VICTOR HUGO,143769030,,Autres Etablissements de Lutte contre les Maladies Mentales,32143,48.8013323,2.433051,"48.8013323, 2.433051",MAISONS ALFORT,http://www.wikidata.org/entity/Q208314
910007608,CATTP SUE,EUGENE SUE,3 R EUGENE SUE,169038008,,Autres Etablissements de Lutte contre les Maladies Mentales,38353,48.7047771,2.4378245,"48.7047771, 2.4378245",VIGNEUX SUR SEINE,http://www.wikidata.org/entity/Q842037
930021001,INSTITUT MÃ‰DICALISÃ‰ DE ROMAINVILLE,PAUL DE KOCK,140 R PAUL DE KOCK,157421605,157422246,Etablissements de Soins de Suite et de RÃ©adaptation,39625,48.8914208,2.4383702,"48.8914208, 2.4383702",ROMAINVILLE,http://www.wikidata.org/entity/Q372111
930706338,CENTRE MEDICO-PSYCH.UNION,DE L'UNION,4 R DE L'UNION,148444757,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8948176,2.4596556,"48.8948176, 2.4596556",NOISY LE SEC,http://www.wikidata.org/entity/Q370224
930012349,CMP BARBUSSE 93 I 04,BARBUSSE,100 AV BARBUSSE,148656811,,Autres Etablissements de Lutte contre les Maladies Mentales,34700,48.9416138,2.4641208,"48.9416138, 2.4641208",LE BLANC MESNIL,http://www.wikidata.org/entity/Q208313
940804438,C.M.P.PSY.INFANTO-JUV.-FONTENAY,EMILE ROUX,24 R EMILE ROUX,148751900,,Autres Etablissements de Lutte contre les Maladies Mentales,25934,48.847234,2.4649349,"48.847234, 2.4649349",FONTENAY SOUS BOIS,http://www.wikidata.org/entity/Q193899
940020613,HOPITAL DE JOUR FONTENAY S/BOIS,DE NEUILLY,8 R DE NEUILLY,,,Centres Hospitaliers,40689,48.8474199,2.4723505,"48.8474199, 2.4723505",FONTENAY SOUS BOIS,http://www.wikidata.org/entity/Q193899
940804594,C.M.PSY.INFANTO-JUVENILE-CHIC,DU CHEMIN VERT,6 R DU CHEMIN VERT,143393309,,Autres Etablissements de Lutte contre les Maladies Mentales,28494,48.7726513,2.4835444,"48.7726513, 2.4835444",BONNEUIL SUR MARNE,http://www.wikidata.org/entity/Q670957
930300504,CLINIQUE HOFFMANN,DU DR SCHWEITZER,1 R DU DR SCHWEITZER,148124000,148945646,Etablissements de Soins de Courte DurÃ©e,25013,48.8822951,2.4898246,"48.8822951, 2.4898246",ROSNY SOUS BOIS,http://www.wikidata.org/entity/Q275547
940804479,CMP 94G02 -NOGENT/MARNE,COULMIERS,66 R COULMIERS,148710207,,Autres Etablissements de Lutte contre les Maladies Mentales,25204,48.8421002,2.4917923,"48.8421002, 2.4917923",NOGENT SUR MARNE,http://www.wikidata.org/entity/Q212274
910002393,UNITE CLINIQUE L'EAU VIVE ,GENERAL DE GAULLE,6 AV GENERAL DE GAULLE,169898780,,Centres Hospitaliers,35804,48.6171449,2.4989254,"48.6171449, 2.4989254",SOISY SUR SEINE,http://www.wikidata.org/entity/Q578822
930801071,CENTRE MEDICO-PSYCH.LEFEBVRE,VALERE LEFEBVRE,7 ALL VALERE LEFEBVRE,143814820,143012842,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8989776,2.5102921,"48.8989776, 2.5102921",LE RAINCY,http://www.wikidata.org/entity/Q259203
930702931,CENTRE MEDICO-PSY,PAUL THOMOUX,84 R PAUL THOMOUX,143081717,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8624955,2.5303123,"48.8624955, 2.5303123",NEUILLY SUR MARNE,http://www.wikidata.org/entity/Q220906
930019708,CENTRE MEDICO PSY,BARGUE,125 BD BARGUE,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,39265,48.8996027,2.5551798,"48.8996027, 2.5551798",MONTFERMEIL,http://www.wikidata.org/entity/Q237367
910150077,CTRE  MED. PEDAGOGIQUE  VARENNES-JARCY,DE LA LIBERATION,29 R DE LA LIBERATION,169399900,169399901,Etablissements de Soins de Suite et de RÃ©adaptation,20090,48.6771306,2.5579584,"48.6771306, 2.5579584",VARENNES JARCY,http://www.wikidata.org/entity/Q696041
940804404,CENTRE MEDICO-PSY.94 G 03,DES CHRYSANTHEMES,4B R DES CHRYSANTHEMES,153881010,,Autres Etablissements de Lutte contre les Maladies Mentales,28126,48.8105412,2.5587932,"48.8105412, 2.5587932",CHAMPIGNY SUR MARNE,http://www.wikidata.org/entity/Q192378
770811388,CENTRE MEDICO-PSY,DES PIECES DE LUGNY,190 R DES PIECES DE LUGNY,164888698,164139649,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.625635,2.5803564,"48.625635, 2.5803564",MOISSY CRAMAYEL,http://www.wikidata.org/entity/Q839530
940807480,USLD MARIE CAZIN - CH DES MURETS,DU GENERAL LECLERC,17 R DU GENERAL LECLERC,145937564,,Etablissements de Soins de Longue DurÃ©e,31109,48.7857894,2.5804062,"48.7857894, 2.5804062",LA QUEUE EN BRIE,http://www.wikidata.org/entity/Q253428
770300143,POLYCLINIQUE SAINT-JEAN,DE CORBEIL,41 AV DE CORBEIL,164143271,164520068,Etablissements de Soins de Courte DurÃ©e,23879,48.5481778,2.6453132,"48.5481778, 2.6453132",MELUN,http://www.wikidata.org/entity/Q41139
770009439,CMP JOFFRE,JOFFRE,43 BD JOFFRE,164451900,,Autres Etablissements de Lutte contre les Maladies Mentales,28856,48.4130585,2.6994335,"48.4130585, 2.6994335",FONTAINEBLEAU,http://www.wikidata.org/entity/Q182872
770300218,INSTITUT MÃ‰DICAL DE SERRIS,DU RHIN,2 CRS DU RHIN,160427600,160427650,Etablissements de Soins de Suite et de RÃ©adaptation,11689,48.8575318,2.7830024,"48.8575318, 2.7830024",SERRIS,http://www.wikidata.org/entity/Q274066
770790004,LONG SEJOUR HOPITAL D'ORGEMONT MEAUX,D'ORGEMONT,2B R D'ORGEMONT,164353754,164353730,Etablissements de Soins de Longue DurÃ©e,1556,48.9558243,2.8696165,"48.9558243, 2.8696165",MEAUX,http://www.wikidata.org/entity/Q207620
770016400,CMP MONTEREAU,GENERAL DE GAULLE,32 AV GENERAL DE GAULLE,164700660,164700957,Autres Etablissements de Lutte contre les Maladies Mentales,39086,48.3815199,2.9503805,"48.3815199, 2.9503805",MONTEREAU FAULT YONNE,http://www.wikidata.org/entity/Q242191
770014694,CENTRE DE GUIDANCE,RAOUL DE PRESLE,1 R RAOUL DE PRESLE,160011994,160017543,Centres Hospitaliers,35798,49.025453,3.026478,"49.025453, 3.026478",LIZY SUR OURCQ,http://www.wikidata.org/entity/Q262081
950000349,CENTRE HOSPITALIER DU VEXIN,CARNOT,38 R CARNOT,134794444,134794479,Centres Hospitaliers,16438,49.1546335,1.7851118,"49.1546335, 1.7851118",MAGNY EN VEXIN,http://www.wikidata.org/entity/Q177554
780820320,CENTRE MEDICO-PSYCHOLOGIQUE 78I07,GRANDE RUE,27  GRANDE RUE,130955089,130959980,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9597371,1.8515266,"48.9597371, 1.8515266",AUBERGENVILLE,http://www.wikidata.org/entity/Q687036
780809448,LA POMMERAIE 78G12-I04,DE SAINT GERMAIN,2 AV DE SAINT GERMAIN,130553459,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8259044,1.9459399,"48.8259044, 1.9459399",PLAISIR,http://www.wikidata.org/entity/Q372218
780018198,CMP 78G10,DES TAMARIS,15 ALL DES TAMARIS,139658888,139658886,Autres Etablissements de Lutte contre les Maladies Mentales,39108,48.9836271,1.9711769,"48.9836271, 1.9711769",VERNEUIL SUR SEINE,http://www.wikidata.org/entity/Q642326
950005629,CMP MARINES,GAMBETTA,12 BD GAMBETTA,134675630,134675632,Autres Etablissements de Lutte contre les Maladies Mentales,30317,49.1460735,1.9767876,"49.1460735, 1.9767876",MARINES,http://www.wikidata.org/entity/Q272060
950032722,HOPITAL DE JOUR FRANCOIS VILLON,DE L'ECLIPSE,10 R DE L'ECLIPSE,,,Centres Hospitaliers,36880,49.0512627,2.0304689,"49.0512627, 2.0304689",CERGY,http://www.wikidata.org/entity/Q193903
780820361,CENTRE MEDICO-PSY SECT.78 I 2,GAMBETTA,23 BD GAMBETTA,130741538,130657018,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9324348,2.0443124,"48.9324348, 2.0443124",POISSY,http://www.wikidata.org/entity/Q457
780809455,CTRE MEDICO PSYCHOLOGIQUE 78G13,ROCHE,2 PAS ROCHE,139020265,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.809992,2.1368604,"48.809992, 2.1368604",VERSAILLES,http://www.wikidata.org/entity/Q621
780809331,CENTRE MEDICO-PSY SECT.78-G-8,DE STALINGRAD,6 R DE STALINGRAD,139137573,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9426157,2.16365,"48.9426157, 2.16365",SARTROUVILLE,http://www.wikidata.org/entity/Q209101
920000122,AGEPS AP-HP,LAVOISIER,13 R LAVOISIER,146691313,146691201,Centres Hospitaliers RÃ©gionaux,1556,48.8957004,2.1742607,"48.8957004, 2.1742607",NANTERRE,http://www.wikidata.org/entity/Q170507
920025152,CMP 92I05 ENFANTS CHAVISÃˆVRES,ROGER SALENGRO,259 AV ROGER SALENGRO,146030424,146036549,Autres Etablissements de Lutte contre les Maladies Mentales,33239,48.8174288,2.1962218,"48.8174288, 2.1962218",CHAVILLE,http://www.wikidata.org/entity/Q494125
920010089,HOPITAL DE JOUR LE PETIT HANS,DE LA PAIX,24 BD DE LA PAIX,147140767,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38353,48.87182,2.1965443,"48.87182, 2.1965443",RUEIL MALMAISON,http://www.wikidata.org/entity/Q193920
950006189,CENTRE LA GRAVIDA,D'ARGENTEUIL,10B RTE D'ARGENTEUIL,139783282,139312596,Autres Etablissements de Lutte contre les Maladies Mentales,38353,48.9704439,2.1994798,"48.9704439, 2.1994798",CORMEILLES EN PARISIS,http://www.wikidata.org/entity/Q841957
950803213,CTRE MEDICO-PSYCHOLOGIQUE 95I01,DE LA BERTHIE,16 R DE LA BERTHIE,134117360,134117368,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9364591,2.2046497,"48.9364591, 2.2046497",BEZONS,http://www.wikidata.org/entity/Q238429
950000091,APPARTEMENT THERAPEUTIQUE 95G06,DES IMPRESSIONNISTES,31 PL DES IMPRESSIONNISTES,139478065,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9307629,2.2232654,"48.9307629, 2.2232654",BEZONS,http://www.wikidata.org/entity/Q238429
950300327,CLINIQUE MEDICALE CHAMP N/DAME,DE L EGLISE,46 R DE L EGLISE,130406900,139603680,Etablissements de Soins de Suite et de RÃ©adaptation,23396,49.0282025,2.2252686,"49.0282025, 2.2252686",TAVERNY,http://www.wikidata.org/entity/Q275589
920000320,HOPITAL DE JOUR 92G15 BOULOGNE,DES ABONDANCES,52 R DES ABONDANCES,146035635,141311524,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,1556,48.8461386,2.2302831,"48.8461386, 2.2302831",BOULOGNE BILLANCOURT,http://www.wikidata.org/entity/Q172455
920027794,CATTP EQUIPE MOBILE,DES RENOUILLERS,178 R DES RENOUILLERS,139356503,,Autres Etablissements de Lutte contre les Maladies Mentales,40552,48.9235629,2.2363296,"48.9235629, 2.2363296",COLOMBES,http://www.wikidata.org/entity/Q174002
920000270,CMP ADULTES 92G16 PAVE BLANC,DU PAVE BLANC,60 R DU PAVE BLANC,141079210,146300015,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.78421,2.2381764,"48.78421, 2.2381764",CLAMART,http://www.wikidata.org/entity/Q194160
920004058,CLINIQUE MONTEVIDEO,DE LA TOURELLE,44 R DE LA TOURELLE,141229888,141229880,Etablissements de Soins de Suite et de RÃ©adaptation,37320,48.8412823,2.2506912,"48.8412823, 2.2506912",BOULOGNE BILLANCOURT,http://www.wikidata.org/entity/Q172455
920000171,HOP. DE JOUR 92G05 LA GARENNE COLOMBES,DE PLAISANCE,23B R DE PLAISANCE,141197520,141197521,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,34428,48.9099135,2.2509548,"48.9099135, 2.2509548",LA GARENNE COLOMBES,http://www.wikidata.org/entity/Q236658
920811320,USLD CH DE COURBEVOIE NEUILLY,KILFORD,30 R KILFORD,149043030,149043000,Etablissements de Soins de Longue DurÃ©e,31778,48.9010026,2.2535691,"48.9010026, 2.2535691",COURBEVOIE,http://www.wikidata.org/entity/Q189715
920023603,CATTP ADULTES,DU PONT,38 R DU PONT,147386814,,Autres Etablissements de Lutte contre les Maladies Mentales,35437,48.8878771,2.2581502,"48.8878771, 2.2581502",NEUILLY SUR SEINE,http://www.wikidata.org/entity/Q48958
920300761,CLINIQUE HARTMANN,VICTOR HUGO,26 BD VICTOR HUGO,146398989,147480477,Etablissements de Soins de Courte DurÃ©e,2558,48.8858935,2.2804182,"48.8858935, 2.2804182",NEUILLY SUR SEINE,http://www.wikidata.org/entity/Q48958
920024692,HAD 92G04,CAMILLE DESMOULINS,7 R CAMILLE DESMOULINS,,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,34335,48.8888994,2.2843171,"48.8888994, 2.2843171",LEVALLOIS PERRET,http://www.wikidata.org/entity/Q166640
920808193,HOPITAL DE JOUR POUR ADULTES.,DU PRÃ‰SIDENT WILSON,86 R DU PRÃ‰SIDENT WILSON,141066390,141066396,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,30687,48.8948674,2.2880522,"48.8948674, 2.2880522",LEVALLOIS PERRET,http://www.wikidata.org/entity/Q166640
950170019,HOPITAL DE JOUR LA MAYOTTE,DE PARIS,165 R DE PARIS,134271540,134271544,Autres Etablissements de Lutte contre les Maladies Mentales,25212,49.0179888,2.2899214,"49.0179888, 2.2899214",MONTLIGNON,http://www.wikidata.org/entity/Q274218
750008419,CMP POUR L' ENFANT ET LA FAMILLE,ABBE GROULT,56 R ABBE GROULT,153689346,153689355,Autres Etablissements de Lutte contre les Maladies Mentales,29680,48.8397978,2.2962997,"48.8397978, 2.2962997",PARIS,http://www.wikidata.org/entity/Q90
920814027,POLYCLINIQUE COUTURIER 92G18,P.VAILLANT COUTURIER,42 R P.VAILLANT COUTURIER,142530040,142535039,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,1556,48.8130707,2.2968778,"48.8130707, 2.2968778",MALAKOFF,http://www.wikidata.org/entity/Q253721
910002286,APPARTEMENT THERAPEUTIQUE,DES MOUSSERONS,16 R DES MOUSSERONS,169348445,,Autres Etablissements de Lutte contre les Maladies Mentales,35830,48.6899321,2.3015811,"48.6899321, 2.3015811",LONGJUMEAU,http://www.wikidata.org/entity/Q219045
950005868,CMP ISRAEL,GASTON ISRAEL,8 R GASTON ISRAEL,134129200,,Autres Etablissements de Lutte contre les Maladies Mentales,38353,48.9739467,2.3078561,"48.9739467, 2.3078561",ENGHIEN LES BAINS,http://www.wikidata.org/entity/Q255105
750170235,HOPITAL DE JOUR VINCENT VAN GOGH,DE VAUGIRARD,178 R DE VAUGIRARD,153658420,147043998,Autres Etablissements de Lutte contre les Maladies Mentales,22738,48.8422161,2.3102443,"48.8422161, 2.3102443",PARIS,http://www.wikidata.org/entity/Q90
750000507,CENTRE PARIS SUD,RAYMOND LOSSERAND,167 R RAYMOND LOSSERAND,153906363,153906521,Etablissements de Soins de Suite et de RÃ©adaptation,18745,48.8303682,2.3112489,"48.8303682, 2.3112489",PARIS,http://www.wikidata.org/entity/Q90
750007619,HOP DE JOUR CEREP U.S.I.S. ET E.P.I.,RIDDER,3 R RIDDER,145454679,145451342,Autres Etablissements de Lutte contre les Maladies Mentales,29697,48.8311258,2.3118698,"48.8311258, 2.3118698",PARIS,http://www.wikidata.org/entity/Q90
750802761,CMP ADULTES SALNEUVE,SALNEUVE,18 R SALNEUVE,147665980,146226754,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8855503,2.3143885,"48.8855503, 2.3143885",PARIS,http://www.wikidata.org/entity/Q90
750690083,HOPITAL DE JOUR MARIE ABADIE,RAYMOND LOSSERAND,41 R RAYMOND LOSSERAND,143202314,143216060,Autres Etablissements de Lutte contre les Maladies Mentales,30323,48.8352237,2.3206274,"48.8352237, 2.3206274",PARIS,http://www.wikidata.org/entity/Q90
950000166,HOPITAL DE JOUR G07,DE LA BARRE,83 R DE LA BARRE,139843553,134179261,Centres Hospitaliers,34959,48.9701291,2.3215162,"48.9701291, 2.3215162",DEUIL LA BARRE,http://www.wikidata.org/entity/Q271654
940000458,CENTRE MEDICO-PSYCHOLOGIQUE 94G17,DU 19 MARS 1962,13 SQ DU 19 MARS 1962,146682808,142685265,Autres Etablissements de Lutte contre les Maladies Mentales,32512,48.7559305,2.3215309,"48.7559305, 2.3215309",FRESNES,http://www.wikidata.org/entity/Q270345
940000458,CENTRE MEDICO-PSYCHOLOGIQUE 94G17,DU 19 MARS 1962,13 SQ DU 19 MARS 1962,146682808,142685265,Autres Etablissements de Lutte contre les Maladies Mentales,32512,48.7559305,2.3215309,"48.7559305, 2.3215309",FRESNES,http://www.wikidata.org/entity/Q724382
940000458,CENTRE MEDICO-PSYCHOLOGIQUE 94G17,DU 19 MARS 1962,13 SQ DU 19 MARS 1962,146682808,142685265,Autres Etablissements de Lutte contre les Maladies Mentales,32512,48.7559305,2.3215309,"48.7559305, 2.3215309",FRESNES,http://www.wikidata.org/entity/Q937449
940000458,CENTRE MEDICO-PSYCHOLOGIQUE 94G17,DU 19 MARS 1962,13 SQ DU 19 MARS 1962,146682808,142685265,Autres Etablissements de Lutte contre les Maladies Mentales,32512,48.7559305,2.3215309,"48.7559305, 2.3215309",FRESNES,http://www.wikidata.org/entity/Q1145056
920021771,HAD 92G18  MONTROUGE,AMORY DU VAL,7 R AMORY DU VAL,147460081,146572683,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,33604,48.816952,2.3239986,"48.816952, 2.3239986",MONTROUGE,http://www.wikidata.org/entity/Q241021
750020109,ESPACE ADO 75I03,CLAUZEL,5 R CLAUZEL,144530739,,Autres Etablissements de Lutte contre les Maladies Mentales,37789,48.8789746,2.3391798,"48.8789746, 2.3391798",PARIS,http://www.wikidata.org/entity/Q90
750019648,CATTP LA MAISON DES ADOLESCENTS,DU FAUBOURG SAINT JACQUES,27 R DU FAUBOURG SAINT JACQUES,158412424,,Autres Etablissements de Lutte contre les Maladies Mentales,38400,48.8387561,2.339631,"48.8387561, 2.339631",PARIS,http://www.wikidata.org/entity/Q90
750005738,CENTRE SAINT JACQUES,DU FOSSÃ‰ SAINT JACQUES,24 R DU FOSSÃ‰ SAINT JACQUES,144414120,144414129,Autres Etablissements de Lutte contre les Maladies Mentales,35431,48.8450983,2.3447757,"48.8450983, 2.3447757",PARIS,http://www.wikidata.org/entity/Q90
750023749,UNITE HOSP HAUTEVILLE MAISON BLANCHE,D HAUTEVILLE,24 R D HAUTEVILLE,140221269,140221317,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,38740,48.8725059,2.3501846,"48.8725059, 2.3501846",PARIS,http://www.wikidata.org/entity/Q90
910808492,CENTRE MEDICO-PSY. 91 I02,GRANDE RUE,33  GRANDE RUE,169443136,169051083,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.6769295,2.3554995,"48.6769295, 2.3554995",SAVIGNY SUR ORGE,http://www.wikidata.org/entity/Q243956
750050502,CENTRE DE CRISE CHATELET,DU TEMPLE,114 R DU TEMPLE,,,Autres Etablissements de Lutte contre les Maladies Mentales,40689,48.8629998,2.3580309,"48.8629998, 2.3580309",PARIS,http://www.wikidata.org/entity/Q90
750007338,CENTRE LACHAPELLE,DE LA CHAPELLE,28 R DE LA CHAPELLE,155261160,155261169,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.892257,2.3599294,"48.892257, 2.3599294",PARIS,http://www.wikidata.org/entity/Q90
750700015,URF LEOPOLD BELLAN,DE L'AQUEDUC,16 R DE L'AQUEDUC,153262222,153262229,Etablissements de Soins de Suite et de RÃ©adaptation,1556,48.8805432,2.3601462,"48.8805432, 2.3601462",PARIS,http://www.wikidata.org/entity/Q90
750014128,CLINALLIANCE PARIS BUTTES CHAUMONT,FESSART,39 R FESSART,158822626,,Etablissements de Soins de Suite et de RÃ©adaptation,38125,48.8767242,2.3846421,"48.8767242, 2.3846421",PARIS,http://www.wikidata.org/entity/Q90
930005178,CENTRE ACCUEIL THERAPEUTIQUE,DU CLOS BERNARD,R DU CLOS BERNARD,,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.9110482,2.386525,"48.9110482, 2.386525",AUBERVILLIERS,http://www.wikidata.org/entity/Q205632
750003378,KORIAN CANAL DE L'OURCQ,PETIT,74 R PETIT,155560102,155560102,Etablissements de Soins de Suite et de RÃ©adaptation,38206,48.8857267,2.3879473,"48.8857267, 2.3879473",PARIS,http://www.wikidata.org/entity/Q90
750042830,FONDATION DE ROTHSCHILD SSR,DE PICPUS,78 R DE PICPUS,144687298,144687139,Etablissements de Soins de Suite et de RÃ©adaptation,37114,48.8416869,2.3981239,"48.8416869, 2.3981239",PARIS,http://www.wikidata.org/entity/Q90
930005368,CENTRE ACCUEIL THERAPEUTIQUE,MANIGART,2 R MANIGART,148333302,,Autres Etablissements de Lutte contre les Maladies Mentales,37622,48.9120699,2.3982423,"48.9120699, 2.3982423",AUBERVILLIERS,http://www.wikidata.org/entity/Q205632
750802514,CMP ADULTES TELEGRAPHE,DU TELEGRAPHE,9 R DU TELEGRAPHE,140305519,140304061,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.8717488,2.3998439,"48.8717488, 2.3998439",PARIS,http://www.wikidata.org/entity/Q90
750150237,HOPITAL DE LA CROIX SAINT-SIMON,D'AVRON,125 R D'AVRON,144641600,143713396,Etablissements de Soins de Courte DurÃ©e,7573,48.8531483,2.4085778,"48.8531483, 2.4085778",PARIS,http://www.wikidata.org/entity/Q90
940812662,HOPITAL DE JOUR A ORLY,MARCO POLO,2 R MARCO POLO,148523865,148922951,Autres Etablissements de Lutte contre les Maladies Mentales,33351,48.7500031,2.4155626,"48.7500031, 2.4155626",ORLY,http://www.wikidata.org/entity/Q236058
940009848,CATTP,DU GENERAL LECLERC,9 AV DU GENERAL LECLERC,141791822,143680190,Autres Etablissements de Lutte contre les Maladies Mentales,39085,48.8003209,2.4201268,"48.8003209, 2.4201268",ALFORTVILLE,http://www.wikidata.org/entity/Q233909
910100015,HOPITAL CLEMENCEAU AP-HP,GEORGES CLÃ‰MENCEAU,1 R GEORGES CLÃ‰MENCEAU,169232020,164996439,Centres Hospitaliers RÃ©gionaux,23309,48.5228847,2.4323906,"48.5228847, 2.4323906",CHAMPCUEIL,http://www.wikidata.org/entity/Q1138535
940810880,CENTRE MEDICO-PSY.94-G01,PIERRE BROSSOLETTE,6 AV PIERRE BROSSOLETTE,143289618,143287033,Autres Etablissements de Lutte contre les Maladies Mentales,21561,48.8468071,2.4407227,"48.8468071, 2.4407227",VINCENNES,http://www.wikidata.org/entity/Q193819
930800966,APPARTEMENT THERAPEUTIQUE,DE LA REPUBLIQUE,13 AV DE LA REPUBLIQUE,148320217,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.9215132,2.4437994,"48.9215132, 2.4437994",DRANCY,http://www.wikidata.org/entity/Q201348
910814672,CLINIQUE MOULIN DE CROSNE APT,BOILEAU,9 PL BOILEAU,169496222,,Autres Etablissements de Lutte contre les Maladies Mentales,34428,48.7148292,2.4593965,"48.7148292, 2.4593965",CROSNE,http://www.wikidata.org/entity/Q276484
910310044,CLINIQUE DE L'ISLE LE MOULIN,BOILEAU,2 PL BOILEAU,169494909,,Autres Etablissements de Lutte contre les Maladies Mentales,27854,48.7144736,2.4600931,"48.7144736, 2.4600931",CROSNE,http://www.wikidata.org/entity/Q276484
930811138,CTRE MEDICO-PSYCHOL.ENF.& ADOL.,MARCEL DEBOFF,3 R MARCEL DEBOFF,148656811,,Autres Etablissements de Lutte contre les Maladies Mentales,1556,48.937644,2.4601349,"48.937644, 2.4601349",LE BLANC MESNIL,http://www.wikidata.org/entity/Q208313
930020029,CMP,CROIZAT,76 R CROIZAT,,,Autres Etablissements de Lutte contre les Maladies Mentales,39086,48.9338257,2.4724207,"48.9338257, 2.4724207",LE BLANC MESNIL,http://www.wikidata.org/entity/Q208313
930300140,CLINIQUE AMBROISE PARE DE BONDY,JEAN MOULIN,2 AV JEAN MOULIN,141555252,141555253,Etablissements de Soins de Suite et de RÃ©adaptation,36788,48.9102725,2.4762125,"48.9102725, 2.4762125",BONDY,http://www.wikidata.org/entity/Q237394
940804412,CENTRE MEDICO-PSY.UDSM,CARNOT,39 AV CARNOT,147064925,147067796,Autres Etablissements de Lutte contre les Maladies Mentales,28126,48.8120365,2.5060134,"48.8120365, 2.5060134",CHAMPIGNY SUR MARNE,http://www.wikidata.org/entity/Q192378
930100011,HOPITAL RENE MURET AP-HP,DU DOC SCHAFFNER,52 AV DU DOC SCHAFFNER,141525999,141525799,Centres Hospitaliers RÃ©gionaux,24473,48.9365054,2.5115767,"48.9365054, 2.5115767",SEVRAN,http://www.wikidata.org/entity/Q387630
930023692,CRF CLINEA LIVRY,VAUBAN,135 AV VAUBAN,,,Etablissements de Soins de Suite et de RÃ©adaptation,40556,48.9178458,2.5232088,"48.9178458, 2.5232088",LIVRY GARGAN,http://www.wikidata.org/entity/Q180005
930019658,CENTRE MEDICO PSY ADO,DE CHANTILLY,8 ESP DE CHANTILLY,143004333,,Centres Hospitaliers SpÃ©cialisÃ©s Lutte Maladies Mentales,39265,48.856898,2.528373,"48.856898, 2.528373",NEUILLY SUR MARNE,http://www.wikidata.org/entity/Q220906
